# Source: TDE, Biehl et al. (1711.03555)
# Data type: Flux
# Column values:
# Energy [GeV]
# Flux [GeV cm^-2 s^-1 sr^-1]
# Flux band minimum
# Flux band maximum

1122.018454301963	2.6594369999999998e-11	4.43016e-14	5.93061e-11
1412.537544622754	3.10455e-11	5.16042e-14	6.90945e-11
1778.2794100389228	3.57618e-11	5.86401e-14	7.96353e-11
2238.72113856834	4.09956e-11	6.59751e-14	9.15381e-11
2818.382931264455	4.60809e-11	7.25601e-14	1.033725e-10
3548.133892335753	5.265150000000001e-11	8.08686e-14	1.188621e-10
4466.835921509631	6.04401e-11	9.027390000000001e-14	1.374717e-10
5623.413251903491	7.16103e-11	1.03725e-13	1.642182e-10
7079.457843841381	8.38332e-11	1.177308e-13	1.9379100000000002e-10
8912.509381337459	1.012197e-10	1.378677e-13	2.357616e-10
11220.18454301963	1.2177660000000002e-10	1.61136e-13	2.856087e-10
14125.375446227554	1.480659e-10	1.90869e-13	3.49386e-10
17782.794100389227	1.8249119999999998e-10	2.298861e-13	4.32924e-10
22387.21138568338	2.238729e-10	2.7644640000000004e-13	5.33586e-10
28183.82931264455	2.7674490000000003e-10	3.35994e-13	6.62295e-10
35481.33892335753	3.4005e-10	4.07181e-13	8.16576e-10
44668.359215096345	4.20819e-10	4.98099e-13	1.013499e-09
56234.13251903491	5.24343e-10	6.14841e-13	1.265856e-09
70794.57843841374	6.534270000000001e-10	7.603440000000001e-13	1.5805379999999998e-09
89125.0938133746	8.10372e-10	9.37155e-13	1.963029e-09
112201.84543019629	9.98199e-10	1.148712e-12	2.4205169999999997e-09
141253.75446227554	1.231314e-09	1.4114999999999998e-12	2.987844e-09
177827.94100389228	1.500891e-09	1.715424e-12	3.64341e-09
223872.11385683378	1.842903e-09	2.101497e-12	4.47426e-09
281838.2931264455	2.260335e-09	2.572944e-12	5.48712e-09
354813.3892335753	2.691903e-09	3.06003e-12	6.53259e-09
446683.5921509635	3.2309999999999997e-09	3.66888e-12	7.8369e-09
562341.3251903491	3.81507e-09	4.32828e-12	9.2478e-09
707945.7843841374	4.46616e-09	5.06301e-12	1.0818000000000001e-08
891250.9381337459	5.16378e-09	5.84973e-12	1.2497639999999998e-08
1122018.4543019629	5.87211e-09	6.64734e-12	1.419873e-08
1412537.5446227554	6.64194e-09	7.51314e-12	1.604325e-08
1778279.410038923	7.30725e-09	8.25888e-12	1.762809e-08
2238721.138568338	8.02665e-09	9.0639e-12	1.933311e-08
2818382.931264455	8.63394e-09	9.74082e-12	2.074971e-08
3548133.892335753	9.20244e-09	1.037556e-11	2.2042199999999997e-08
4466835.921509635	9.77661e-09	1.102476e-11	2.3291969999999998e-08
5623413.251903491	1.014072e-08	1.1459639999999999e-11	2.394648e-08
7079457.843841373	1.040562e-08	1.183011e-11	2.422206e-08
8912509.381337458	1.055163e-08	1.215393e-11	2.4024749999999998e-08
11220184.54301963	1.038588e-08	1.226934e-11	2.2891890000000002e-08
14125375.446227554	9.816929999999999e-09	1.2103139999999999e-11	2.075208e-08
17782794.100389227	9.04032e-09	1.1919180000000001e-11	1.820016e-08
22387211.385683376	7.98777e-09	1.15935e-11	1.532043e-08
28183829.31264455	6.770909999999999e-09	1.113348e-11	1.2480720000000001e-08
35481338.92335753	5.5597499999999995e-09	1.058217e-11	1.000248e-08
44668359.21509635	4.38573e-09	9.78525e-12	7.827749999999999e-09
56234132.51903491	3.44046e-09	8.98794e-12	6.1644e-09
70794578.43841374	2.6862119999999998e-09	8.12922e-12	4.84566e-09
89125093.8133746	2.094363e-09	7.23561e-12	3.77241e-09
112201845.43019652	1.6315530000000001e-09	6.34878e-12	2.877672e-09
141253754.46227553	1.227633e-09	5.38344e-12	2.05548e-09
177827941.00389227	8.9451e-10	4.48785e-12	1.374276e-09
223872113.8568338	6.0852e-10	3.6261599999999996e-12	8.42799e-10
281838293.12644494	3.81642e-10	2.8500299999999997e-12	5.753429999999999e-10
354813389.23357606	2.18067e-10	2.178822e-12	3.62193e-10
446683592.1509635	1.123404e-10	1.584657e-12	2.0514569999999998e-10
562341325.1903491	5.33631e-11	1.1070479999999999e-12	1.061673e-10
707945784.3841373	2.3220780000000003e-11	7.25583e-13	4.9761300000000005e-11
891250938.1337441	9.633780000000001e-12	4.55547e-13	2.198277e-11
1122018454.3019652	3.75234e-12	2.661807e-13	9.0252e-12
1412537544.6227555	1.3938150000000002e-12	1.446648e-13	3.49899e-12
1778279410.0389228	4.96932e-13	7.25904e-14	1.291515e-12
2238721138.568338	1.654743e-13	2.7387e-14	4.4335199999999997e-13
2818382931.264449	3.6294e-14	5.4676199999999995e-15	9.99348e-14
3548133892.3357606	0.0	0.0	0.0
4466835921.509635	0.0	0.0	0.0
5623413251.903491	0.0	0.0	0.0
7079457843.841373	0.0	0.0	0.0
8912509381.33744	0.0	0.0	0.0
11220184543.019653	0.0	0.0	0.0
14125375446.227554	0.0	0.0	0.0
17782794100.38923	0.0	0.0	0.0
22387211385.683376	0.0	0.0	0.0
28183829312.644493	0.0	0.0	0.0
35481338923.357605	0.0	0.0	0.0
44668359215.09635	0.0	0.0	0.0
56234132519.034904	0.0	0.0	0.0
70794578438.41373	0.0	0.0	0.0
89125093813.3744	0.0	0.0	0.0
