bkg,Sup_normal,Sup_TMath
0.928010,3.230000,3.230000
0.929010,3.230000,3.230000
0.930010,3.230000,3.230000
0.931010,3.230000,3.230000
0.932010,3.230000,3.230000
0.933010,3.230000,3.230000
0.934010,3.230000,3.230000
0.935010,3.230000,3.230000
0.936010,3.230000,3.230000
0.937010,3.230000,3.230000
0.938010,3.230000,3.230000
0.939010,3.230000,3.230000
0.940010,3.230000,3.230000
0.941010,3.230000,3.230000
0.942010,3.240000,3.240000
0.943010,3.240000,3.240000
0.944010,3.240000,3.240000
0.945010,3.240000,3.240000
0.946010,3.240000,3.240000
0.947010,3.240000,3.240000
0.948010,3.240000,3.240000
0.949010,3.240000,3.240000
0.950010,3.240000,3.240000
0.951010,3.240000,3.240000
0.952010,3.240000,3.240000
0.953010,3.240000,3.240000
0.954010,3.240000,3.240000
0.955010,3.240000,3.240000
0.956010,3.250000,3.250000
0.957010,3.250000,3.250000
0.958010,3.250000,3.250000
0.959010,3.250000,3.250000
0.960010,3.250000,3.250000
0.961010,3.250000,3.250000
0.962010,3.250000,3.250000
0.963010,3.250000,3.250000
0.964010,3.250000,3.250000
0.965010,3.250000,3.250000
0.966010,3.250000,3.250000
0.967010,3.250000,3.250000
0.968010,3.250000,3.250000
0.969010,3.250000,3.250000
0.970010,3.260000,3.260000
0.971010,3.260000,3.260000
0.972010,3.260000,3.260000
0.973010,3.260000,3.260000
0.974010,3.260000,3.260000
0.975010,3.260000,3.260000
0.976010,3.260000,3.260000
0.977010,3.260000,3.260000
0.978010,3.260000,3.260000
0.979010,3.260000,3.260000
0.980010,3.260000,3.260000
0.981010,3.260000,3.260000
0.982010,3.260000,3.260000
0.983010,3.260000,3.260000
0.984010,3.270000,3.270000
0.985010,3.270000,3.270000
0.986010,3.270000,3.270000
0.987010,3.270000,3.270000
0.988010,3.270000,3.270000
0.989010,3.270000,3.270000
0.990010,3.270000,3.270000
0.991010,3.270000,3.270000
0.992010,3.270000,3.270000
0.993010,3.270000,3.270000
0.994010,3.270000,3.270000
0.995010,3.270000,3.270000
0.996010,3.270000,3.270000
0.997010,3.270000,3.270000
0.998010,3.280000,3.280000
0.999010,3.280000,3.280000
1.000010,3.280000,3.280000
1.001010,3.280000,3.280000
1.002010,3.280000,3.280000
1.003010,3.280000,3.280000
1.004010,3.280000,3.280000
1.005010,3.280000,3.280000
1.006010,3.280000,3.280000
1.007010,3.280000,3.280000
1.008010,3.280000,3.280000
1.009010,3.280000,3.280000
1.010010,3.280000,3.280000
1.011010,3.280000,3.280000
1.012010,3.290000,3.290000
1.013010,3.290000,3.290000
1.014010,3.290000,3.290000
1.015010,3.290000,3.290000
1.016010,3.290000,3.290000
1.017010,3.290000,3.290000
1.018010,3.290000,3.290000
1.019010,3.290000,3.290000
1.020010,3.290000,3.290000
1.021010,3.290000,3.290000
1.022010,3.290000,3.290000
1.023010,3.290000,3.290000
1.024010,3.290000,3.290000
1.025010,3.290000,3.290000
1.026010,3.300000,3.300000
1.027010,3.300000,3.300000
1.028010,3.300000,3.300000
1.029010,3.300000,3.300000
1.030010,3.300000,3.300000
1.031010,3.300000,3.300000
1.032010,3.300000,3.300000
1.033010,3.300000,3.300000
1.034010,3.300000,3.300000
1.035010,3.300000,3.300000
1.036010,3.300000,3.300000
1.037010,3.300000,3.300000
1.038010,3.300000,3.300000
1.039010,3.300000,3.300000
1.040010,3.300000,3.300000
1.041010,3.310000,3.310000
1.042010,3.310000,3.310000
1.043010,3.310000,3.310000
1.044010,3.310000,3.310000
1.045010,3.310000,3.310000
1.046010,3.310000,3.310000
1.047010,3.310000,3.310000
1.048010,3.310000,3.310000
1.049010,3.310000,3.310000
1.050010,3.310000,3.310000
1.051010,3.310000,3.310000
1.052010,3.310000,3.310000
1.053010,3.310000,3.310000
1.054010,3.310000,3.310000
1.055010,3.320000,3.320000
1.056010,3.320000,3.320000
1.057010,3.320000,3.320000
1.058010,3.320000,3.320000
1.059010,3.320000,3.320000
1.060010,3.320000,3.320000
1.061010,3.320000,3.320000
1.062010,3.320000,3.320000
1.063010,3.320000,3.320000
1.064010,3.320000,3.320000
1.065010,3.320000,3.320000
1.066010,3.320000,3.320000
1.067010,3.320000,3.320000
1.068010,3.320000,3.320000
1.069010,3.320000,3.320000
1.070010,3.330000,3.330000
1.071010,3.330000,3.330000
1.072010,3.330000,3.330000
1.073010,3.330000,3.330000
1.074010,3.330000,3.330000
1.075010,3.330000,3.330000
1.076010,3.330000,3.330000
1.077010,3.330000,3.330000
1.078010,3.330000,3.330000
1.079010,3.330000,3.330000
1.080010,3.330000,3.330000
1.081010,3.330000,3.330000
1.082010,3.330000,3.330000
1.083010,3.330000,3.330000
1.084010,3.340000,3.340000
1.085010,3.340000,3.340000
1.086010,3.340000,3.340000
1.087010,3.340000,3.340000
1.088010,3.340000,3.340000
1.089010,3.340000,3.340000
1.090010,3.340000,3.340000
1.091010,3.340000,3.340000
1.092010,3.340000,3.340000
1.093010,3.340000,3.340000
1.094010,3.340000,3.340000
1.095010,3.340000,3.340000
1.096010,3.340000,3.340000
1.097010,3.340000,3.340000
1.098010,3.340000,3.340000
1.099010,3.350000,3.350000
1.100010,3.350000,3.350000
1.101010,3.350000,3.350000
1.102010,3.350000,3.350000
1.103010,3.350000,3.350000
1.104010,3.350000,3.350000
1.105010,3.350000,3.350000
1.106010,3.350000,3.350000
1.107010,3.350000,3.350000
1.108010,3.350000,3.350000
1.109010,3.350000,3.350000
1.110010,3.350000,3.350000
1.111010,3.350000,3.350000
1.112010,3.350000,3.350000
1.113010,3.350000,3.350000
1.114010,3.360000,3.360000
1.115010,3.360000,3.360000
1.116010,3.360000,3.360000
1.117010,3.360000,3.360000
1.118010,3.360000,3.360000
1.119010,3.360000,3.360000
1.120010,3.360000,3.360000
1.121010,3.360000,3.360000
1.122010,3.360000,3.360000
1.123010,3.360000,3.360000
1.124010,3.360000,3.360000
1.125010,3.360000,3.360000
1.126010,3.360000,3.360000
1.127010,3.360000,3.360000
1.128010,3.360000,3.360000
1.129010,3.370000,3.370000
1.130010,3.370000,3.370000
1.131010,3.370000,3.370000
1.132010,3.370000,3.370000
1.133010,3.370000,3.370000
1.134010,3.370000,3.370000
1.135010,3.370000,3.370000
1.136010,3.370000,3.370000
1.137010,3.370000,3.370000
1.138010,3.370000,3.370000
1.139010,3.370000,3.370000
1.140010,3.370000,3.370000
1.141010,3.370000,3.370000
1.142010,3.370000,3.370000
1.143010,3.370000,3.370000
1.144010,3.380000,3.380000
1.145010,3.380000,3.380000
1.146010,3.380000,3.380000
1.147010,3.380000,3.380000
1.148010,3.380000,3.380000
1.149010,3.380000,3.380000
1.150010,3.380000,3.380000
1.151010,3.380000,3.380000
1.152010,3.380000,3.380000
1.153010,3.380000,3.380000
1.154010,3.380000,3.380000
1.155010,3.380000,3.380000
1.156010,3.380000,3.380000
1.157010,3.380000,3.380000
1.158010,3.380000,3.380000
1.159010,3.390000,3.390000
1.160010,3.390000,3.390000
1.161010,3.390000,3.390000
1.162010,3.390000,3.390000
1.163010,3.390000,3.390000
1.164010,3.390000,3.390000
1.165010,3.390000,3.390000
1.166010,3.390000,3.390000
1.167010,3.390000,3.390000
1.168010,3.390000,3.390000
1.169010,3.390000,3.390000
1.170010,3.390000,3.390000
1.171010,3.390000,3.390000
1.172010,3.390000,3.390000
1.173010,3.390000,3.390000
1.174010,3.400000,3.400000
1.175010,3.400000,3.400000
1.176010,3.400000,3.400000
1.177010,3.400000,3.400000
1.178010,3.400000,3.400000
1.179010,3.400000,3.400000
1.180010,3.400000,3.400000
1.181010,3.400000,3.400000
1.182010,3.400000,3.400000
1.183010,3.400000,3.400000
1.184010,3.400000,3.400000
1.185010,3.400000,3.400000
1.186010,3.400000,3.400000
1.187010,3.400000,3.400000
1.188010,3.400000,3.400000
1.189010,3.410000,3.410000
1.190010,3.410000,3.410000
1.191010,3.410000,3.410000
1.192010,3.410000,3.410000
1.193010,3.410000,3.410000
1.194010,3.410000,3.410000
1.195010,3.410000,3.410000
1.196010,3.410000,3.410000
1.197010,3.410000,3.410000
1.198010,3.410000,3.410000
1.199010,3.410000,3.410000
1.200010,3.410000,3.410000
1.201010,3.410000,3.410000
1.202010,3.410000,3.410000
1.203010,3.410000,3.410000
1.204010,3.420000,3.420000
1.205010,3.420000,3.420000
1.206010,3.420000,3.420000
1.207010,3.420000,3.420000
1.208010,3.420000,3.420000
1.209010,3.420000,3.420000
1.210010,3.420000,3.420000
1.211010,3.420000,3.420000
1.212010,3.420000,3.420000
1.213010,3.420000,3.420000
1.214010,3.420000,3.420000
1.215010,3.420000,3.420000
1.216010,3.420000,3.420000
1.217010,3.420000,3.420000
1.218010,3.420000,3.420000
1.219010,3.430000,3.430000
1.220010,3.430000,3.430000
1.221010,3.430000,3.430000
1.222010,3.430000,3.430000
1.223010,3.430000,3.430000
1.224010,3.430000,3.430000
1.225010,3.430000,3.430000
1.226010,3.430000,3.430000
1.227010,3.430000,3.430000
1.228010,3.430000,3.430000
1.229010,3.430000,3.430000
1.230010,3.430000,3.430000
1.231010,3.430000,3.430000
1.232010,3.430000,3.430000
1.233010,3.430000,3.430000
1.234010,3.430000,3.430000
1.235010,3.440000,3.440000
1.236010,3.440000,3.440000
1.237010,3.440000,3.440000
1.238010,3.440000,3.440000
1.239010,3.440000,3.440000
1.240010,3.440000,3.440000
1.241010,3.440000,3.440000
1.242010,3.440000,3.440000
1.243010,3.440000,3.440000
1.244010,3.440000,3.440000
1.245010,3.440000,3.440000
1.246010,3.440000,3.440000
1.247010,3.440000,3.440000
1.248010,3.440000,3.440000
1.249010,3.440000,3.440000
1.250010,3.450000,3.450000
1.251010,3.450000,3.450000
1.252010,3.450000,3.450000
1.253010,3.450000,3.450000
1.254010,3.450000,3.450000
1.255010,3.450000,3.450000
1.256010,3.450000,3.450000
1.257010,3.450000,3.450000
1.258010,3.450000,3.450000
1.259010,3.450000,3.450000
1.260010,3.450000,3.450000
1.261010,3.450000,3.450000
1.262010,3.450000,3.450000
1.263010,3.450000,3.450000
1.264010,3.450000,3.450000
1.265010,3.450000,3.450000
1.266010,3.460000,3.460000
1.267010,3.460000,3.460000
1.268010,3.460000,3.460000
1.269010,3.460000,3.460000
1.270010,3.460000,3.460000
1.271010,3.460000,3.460000
1.272010,3.460000,3.460000
1.273010,3.460000,3.460000
1.274010,3.460000,3.460000
1.275010,3.460000,3.460000
1.276010,3.460000,3.460000
1.277010,3.460000,3.460000
1.278010,3.460000,3.460000
1.279010,3.460000,3.460000
1.280010,3.460000,3.460000
1.281010,3.470000,3.470000
1.282010,3.470000,3.470000
1.283010,3.470000,3.470000
1.284010,3.470000,3.470000
1.285010,3.470000,3.470000
1.286010,3.470000,3.470000
1.287010,3.470000,3.470000
1.288010,3.470000,3.470000
1.289010,3.470000,3.470000
1.290010,3.470000,3.470000
1.291010,3.470000,3.470000
1.292010,3.470000,3.470000
1.293010,3.470000,3.470000
1.294010,3.470000,3.470000
1.295010,3.470000,3.470000
1.296010,3.470000,3.470000
1.297010,3.480000,3.480000
1.298010,3.480000,3.480000
1.299010,3.480000,3.480000
1.300010,3.480000,3.480000
1.301010,3.480000,3.480000
1.302010,3.480000,3.480000
1.303010,3.480000,3.480000
1.304010,3.480000,3.480000
1.305010,3.480000,3.480000
1.306010,3.480000,3.480000
1.307010,3.480000,3.480000
1.308010,3.480000,3.480000
1.309010,3.480000,3.480000
1.310010,3.480000,3.480000
1.311010,3.480000,3.480000
1.312010,3.480000,3.480000
1.313010,3.490000,3.490000
1.314010,3.490000,3.490000
1.315010,3.490000,3.490000
1.316010,3.490000,3.490000
1.317010,3.490000,3.490000
1.318010,3.490000,3.490000
1.319010,3.490000,3.490000
1.320010,3.490000,3.490000
1.321010,3.490000,3.490000
1.322010,3.490000,3.490000
1.323010,3.490000,3.490000
1.324010,3.490000,3.490000
1.325010,3.490000,3.490000
1.326010,3.490000,3.490000
1.327010,3.490000,3.490000
1.328010,3.490000,3.490000
1.329010,3.500000,3.500000
1.330010,3.500000,3.500000
1.331010,3.500000,3.500000
1.332010,3.500000,3.500000
1.333010,3.500000,3.500000
1.334010,3.500000,3.500000
1.335010,3.500000,3.500000
1.336010,3.500000,3.500000
1.337010,3.500000,3.500000
1.338010,3.500000,3.500000
1.339010,3.500000,3.500000
1.340010,3.500000,3.500000
1.341010,3.500000,3.500000
1.342010,3.500000,3.500000
1.343010,3.500000,3.500000
1.344010,3.500000,3.500000
1.345010,3.510000,3.510000
1.346010,3.510000,3.510000
1.347010,3.510000,3.510000
1.348010,3.510000,3.510000
1.349010,3.510000,3.510000
1.350010,3.510000,3.510000
1.351010,3.510000,3.510000
1.352010,3.510000,3.510000
1.353010,3.510000,3.510000
1.354010,3.510000,3.510000
1.355010,3.510000,3.510000
1.356010,3.510000,3.510000
1.357010,3.510000,3.510000
1.358010,3.510000,3.510000
1.359010,3.510000,3.510000
1.360010,3.510000,3.510000
1.361010,3.520000,3.520000
1.362010,3.520000,3.520000
1.363010,3.520000,3.520000
1.364010,3.520000,3.520000
1.365010,3.520000,3.520000
1.366010,3.520000,3.520000
1.367010,3.520000,3.520000
1.368010,3.520000,3.520000
1.369010,3.520000,3.520000
1.370010,3.520000,3.520000
1.371010,3.520000,3.520000
1.372010,3.520000,3.520000
1.373010,3.520000,3.520000
1.374010,3.520000,3.520000
1.375010,3.520000,3.520000
1.376010,3.520000,3.520000
1.377010,3.530000,3.530000
1.378010,3.530000,3.530000
1.379010,3.530000,3.530000
1.380010,3.530000,3.530000
1.381010,3.530000,3.530000
1.382010,3.530000,3.530000
1.383010,3.530000,3.530000
1.384010,3.530000,3.530000
1.385010,3.530000,3.530000
1.386010,3.530000,3.530000
1.387010,3.530000,3.530000
1.388010,3.530000,3.530000
1.389010,3.530000,3.530000
1.390010,3.530000,3.530000
1.391010,3.530000,3.530000
1.392010,3.530000,3.530000
1.393010,3.540000,3.540000
1.394010,3.540000,3.540000
1.395010,3.540000,3.540000
1.396010,3.540000,3.540000
1.397010,3.540000,3.540000
1.398010,3.540000,3.540000
1.399010,3.540000,3.540000
1.400010,3.540000,3.540000
1.401010,3.540000,3.540000
1.402010,3.540000,3.540000
1.403010,3.540000,3.540000
1.404010,3.540000,3.540000
1.405010,3.540000,3.540000
1.406010,3.540000,3.540000
1.407010,3.540000,3.540000
1.408010,3.540000,3.540000
1.409010,3.550000,3.550000
1.410010,3.550000,3.550000
1.411010,3.550000,3.550000
1.412010,3.550000,3.550000
1.413010,3.550000,3.550000
1.414010,3.550000,3.550000
1.415010,3.550000,3.550000
1.416010,3.550000,3.550000
1.417010,3.550000,3.550000
1.418010,3.550000,3.550000
1.419010,3.550000,3.550000
1.420010,3.550000,3.550000
1.421010,3.550000,3.550000
1.422010,3.550000,3.550000
1.423010,3.550000,3.550000
1.424010,3.550000,3.550000
1.425010,3.560000,3.560000
1.426010,3.560000,3.560000
1.427010,3.560000,3.560000
1.428010,3.560000,3.560000
1.429010,3.560000,3.560000
1.430010,3.560000,3.560000
1.431010,3.560000,3.560000
1.432010,3.560000,3.560000
1.433010,3.560000,3.560000
1.434010,3.560000,3.560000
1.435010,3.560000,3.560000
1.436010,3.560000,3.560000
1.437010,3.560000,3.560000
1.438010,3.560000,3.560000
1.439010,3.560000,3.560000
1.440010,3.560000,3.560000
1.441010,3.560000,3.560000
1.442010,3.570000,3.570000
1.443010,3.570000,3.570000
1.444010,3.570000,3.570000
1.445010,3.570000,3.570000
1.446010,3.570000,3.570000
1.447010,3.570000,3.570000
1.448010,3.570000,3.570000
1.449010,3.570000,3.570000
1.450010,3.570000,3.570000
1.451010,3.570000,3.570000
1.452010,3.570000,3.570000
1.453010,3.570000,3.570000
1.454010,3.570000,3.570000
1.455010,3.570000,3.570000
1.456010,3.570000,3.570000
1.457010,3.570000,3.570000
1.458010,3.580000,3.580000
1.459010,3.580000,3.580000
1.460010,3.580000,3.580000
1.461010,3.580000,3.580000
1.462010,3.580000,3.580000
1.463010,3.580000,3.580000
1.464010,3.580000,3.580000
1.465010,3.580000,3.580000
1.466010,3.580000,3.580000
1.467010,3.580000,3.580000
1.468010,3.580000,3.580000
1.469010,3.580000,3.580000
1.470010,3.580000,3.580000
1.471010,3.580000,3.580000
1.472010,3.580000,3.580000
1.473010,3.580000,3.580000
1.474010,3.580000,3.580000
1.475010,3.590000,3.590000
1.476010,3.590000,3.590000
1.477010,3.590000,3.590000
1.478010,3.590000,3.590000
1.479010,3.590000,3.590000
1.480010,3.590000,3.590000
1.481010,3.590000,3.590000
1.482010,3.590000,3.590000
1.483010,3.590000,3.590000
1.484010,3.590000,3.590000
1.485010,3.590000,3.590000
1.486010,3.590000,3.590000
1.487010,3.590000,3.590000
1.488010,3.590000,3.590000
1.489010,3.590000,3.590000
1.490010,3.590000,3.590000
1.491010,3.600000,3.600000
1.492010,3.600000,3.600000
1.493010,3.600000,3.600000
1.494010,3.600000,3.600000
1.495010,3.600000,3.600000
1.496010,3.600000,3.600000
1.497010,3.600000,3.600000
1.498010,3.600000,3.600000
1.499010,3.600000,3.600000
1.500010,3.600000,3.600000
1.501010,3.600000,3.600000
1.502010,3.600000,3.600000
1.503010,3.600000,3.600000
1.504010,3.600000,3.600000
1.505010,3.600000,3.600000
1.506010,3.600000,3.600000
1.507010,3.600000,3.600000
1.508010,3.610000,3.610000
1.509010,3.610000,3.610000
1.510010,3.610000,3.610000
1.511010,3.610000,3.610000
1.512010,3.610000,3.610000
1.513010,3.610000,3.610000
1.514010,3.610000,3.610000
1.515010,3.610000,3.610000
1.516010,3.610000,3.610000
1.517010,3.610000,3.610000
1.518010,3.610000,3.610000
1.519010,3.610000,3.610000
1.520010,3.610000,3.610000
1.521010,3.610000,3.610000
1.522010,3.610000,3.610000
1.523010,3.610000,3.610000
1.524010,3.610000,3.610000
1.525010,3.620000,3.620000
1.526010,3.620000,3.620000
1.527010,3.620000,3.620000
1.528010,3.620000,3.620000
1.529010,3.620000,3.620000
1.530010,3.620000,3.620000
1.531010,3.620000,3.620000
1.532010,3.620000,3.620000
1.533010,3.620000,3.620000
1.534010,3.620000,3.620000
1.535010,3.620000,3.620000
1.536010,3.620000,3.620000
1.537010,3.620000,3.620000
1.538010,3.620000,3.620000
1.539010,3.620000,3.620000
1.540010,3.620000,3.620000
1.541010,3.620000,3.620000
1.542010,3.630000,3.630000
1.543010,3.630000,3.630000
1.544010,3.630000,3.630000
1.545010,3.630000,3.630000
1.546010,3.630000,3.630000
1.547010,3.630000,3.630000
1.548010,3.630000,3.630000
1.549010,3.630000,3.630000
1.550010,3.630000,3.630000
1.551010,3.630000,3.630000
1.552010,3.630000,3.630000
1.553010,3.630000,3.630000
1.554010,3.630000,3.630000
1.555010,3.630000,3.630000
1.556010,3.630000,3.630000
1.557010,3.630000,3.630000
1.558010,3.640000,3.640000
1.559010,3.640000,3.640000
1.560010,3.640000,3.640000
1.561010,3.640000,3.640000
1.562010,3.640000,3.640000
1.563010,3.640000,3.640000
1.564010,3.640000,3.640000
1.565010,3.640000,3.640000
1.566010,3.640000,3.640000
1.567010,3.640000,3.640000
1.568010,3.640000,3.640000
1.569010,3.640000,3.640000
1.570010,3.640000,3.640000
1.571010,3.640000,3.640000
1.572010,3.640000,3.640000
1.573010,3.640000,3.640000
1.574010,3.640000,3.640000
1.575010,3.650000,3.650000
1.576010,3.650000,3.650000
1.577010,3.650000,3.650000
1.578010,3.650000,3.650000
1.579010,3.650000,3.650000
1.580010,3.650000,3.650000
1.581010,3.650000,3.650000
1.582010,3.650000,3.650000
1.583010,3.650000,3.650000
1.584010,3.650000,3.650000
1.585010,3.650000,3.650000
1.586010,3.650000,3.650000
1.587010,3.650000,3.650000
1.588010,3.650000,3.650000
1.589010,3.650000,3.650000
1.590010,3.650000,3.650000
1.591010,3.650000,3.650000
1.592010,3.660000,3.660000
1.593010,3.660000,3.660000
1.594010,3.660000,3.660000
1.595010,3.660000,3.660000
1.596010,3.660000,3.660000
1.597010,3.660000,3.660000
1.598010,3.660000,3.660000
1.599010,3.660000,3.660000
1.600010,3.660000,3.660000
1.601010,3.660000,3.660000
1.602010,3.660000,3.660000
1.603010,3.660000,3.660000
1.604010,3.660000,3.660000
1.605010,3.660000,3.660000
1.606010,3.660000,3.660000
1.607010,3.660000,3.660000
1.608010,3.660000,3.660000
1.609010,3.660000,3.660000
1.610010,3.670000,3.670000
1.611010,3.670000,3.670000
1.612010,3.670000,3.670000
1.613010,3.670000,3.670000
1.614010,3.670000,3.670000
1.615010,3.670000,3.670000
1.616010,3.670000,3.670000
1.617010,3.670000,3.670000
1.618010,3.670000,3.670000
1.619010,3.670000,3.670000
1.620010,3.670000,3.670000
1.621010,3.670000,3.670000
1.622010,3.670000,3.670000
1.623010,3.670000,3.670000
1.624010,3.670000,3.670000
1.625010,3.670000,3.670000
1.626010,3.670000,3.670000
1.627010,3.680000,3.680000
1.628010,3.680000,3.680000
1.629010,3.680000,3.680000
1.630010,3.680000,3.680000
1.631010,3.680000,3.680000
1.632010,3.680000,3.680000
1.633010,3.680000,3.680000
1.634010,3.680000,3.680000
1.635010,3.680000,3.680000
1.636010,3.680000,3.680000
1.637010,3.680000,3.680000
1.638010,3.680000,3.680000
1.639010,3.680000,3.680000
1.640010,3.680000,3.680000
1.641010,3.680000,3.680000
1.642010,3.680000,3.680000
1.643010,3.680000,3.680000
1.644010,3.690000,3.690000
1.645010,3.690000,3.690000
1.646010,3.690000,3.690000
1.647010,3.690000,3.690000
1.648010,3.690000,3.690000
1.649010,3.690000,3.690000
1.650010,3.690000,3.690000
1.651010,3.690000,3.690000
1.652010,3.690000,3.690000
1.653010,3.690000,3.690000
1.654010,3.690000,3.690000
1.655010,3.690000,3.690000
1.656010,3.690000,3.690000
1.657010,3.690000,3.690000
1.658010,3.690000,3.690000
1.659010,3.690000,3.690000
1.660010,3.690000,3.690000
1.661010,3.700000,3.700000
1.662010,3.700000,3.700000
1.663010,3.700000,3.700000
1.664010,3.700000,3.700000
1.665010,3.700000,3.700000
1.666010,3.700000,3.700000
1.667010,3.700000,3.700000
1.668010,3.700000,3.700000
1.669010,3.700000,3.700000
1.670010,3.700000,3.700000
1.671010,3.700000,3.700000
1.672010,3.700000,3.700000
1.673010,3.700000,3.700000
1.674010,3.700000,3.700000
1.675010,3.700000,3.700000
1.676010,3.700000,3.700000
1.677010,3.700000,3.700000
1.678010,3.700000,3.700000
1.679010,3.710000,3.710000
1.680010,3.710000,3.710000
1.681010,3.710000,3.710000
1.682010,3.710000,3.710000
1.683010,3.710000,3.710000
1.684010,3.710000,3.710000
1.685010,3.710000,3.710000
1.686010,3.710000,3.710000
1.687010,3.710000,3.710000
1.688010,3.710000,3.710000
1.689010,3.710000,3.710000
1.690010,3.710000,3.710000
1.691010,3.710000,3.710000
1.692010,3.710000,3.710000
1.693010,3.710000,3.710000
1.694010,3.710000,3.710000
1.695010,3.710000,3.710000
1.696010,3.720000,3.720000
1.697010,3.720000,3.720000
1.698010,3.720000,3.720000
1.699010,3.720000,3.720000
1.700010,3.720000,3.720000
1.701010,3.720000,3.720000
1.702010,3.720000,3.720000
1.703010,3.720000,3.720000
1.704010,3.720000,3.720000
1.705010,3.720000,3.720000
1.706010,3.720000,3.720000
1.707010,3.720000,3.720000
1.708010,3.720000,3.720000
1.709010,3.720000,3.720000
1.710010,3.720000,3.720000
1.711010,3.720000,3.720000
1.712010,3.720000,3.720000
1.713010,3.720000,3.720000
1.714010,3.730000,3.730000
1.715010,3.730000,3.730000
1.716010,3.730000,3.730000
1.717010,3.730000,3.730000
1.718010,3.730000,3.730000
1.719010,3.730000,3.730000
1.720010,3.730000,3.730000
1.721010,3.730000,3.730000
1.722010,3.730000,3.730000
1.723010,3.730000,3.730000
1.724010,3.730000,3.730000
1.725010,3.730000,3.730000
1.726010,3.730000,3.730000
1.727010,3.730000,3.730000
1.728010,3.730000,3.730000
1.729010,3.730000,3.730000
1.730010,3.730000,3.730000
1.731010,3.730000,3.730000
1.732010,3.740000,3.740000
1.733010,3.740000,3.740000
1.734010,3.740000,3.740000
1.735010,3.740000,3.740000
1.736010,3.740000,3.740000
1.737010,3.740000,3.740000
1.738010,3.740000,3.740000
1.739010,3.740000,3.740000
1.740010,3.740000,3.740000
1.741010,3.740000,3.740000
1.742010,3.740000,3.740000
1.743010,3.740000,3.740000
1.744010,3.740000,3.740000
1.745010,3.740000,3.740000
1.746010,3.740000,3.740000
1.747010,3.740000,3.740000
1.748010,3.740000,3.740000
1.749010,3.750000,3.750000
1.750010,3.750000,3.750000
1.751010,3.750000,3.750000
1.752010,3.750000,3.750000
1.753010,3.750000,3.750000
1.754010,3.750000,3.750000
1.755010,3.750000,3.750000
1.756010,3.750000,3.750000
1.757010,3.750000,3.750000
1.758010,3.750000,3.750000
1.759010,3.750000,3.750000
1.760010,3.750000,3.750000
1.761010,3.750000,3.750000
1.762010,3.750000,3.750000
1.763010,3.750000,3.750000
1.764010,3.750000,3.750000
1.765010,3.750000,3.750000
1.766010,3.750000,3.750000
1.767010,3.760000,3.760000
1.768010,3.760000,3.760000
1.769010,3.760000,3.760000
1.770010,3.760000,3.760000
1.771010,3.760000,3.760000
1.772010,3.760000,3.760000
1.773010,3.760000,3.760000
1.774010,3.760000,3.760000
1.775010,3.760000,3.760000
1.776010,3.760000,3.760000
1.777010,3.760000,3.760000
1.778010,3.760000,3.760000
1.779010,3.760000,3.760000
1.780010,3.760000,3.760000
1.781010,3.760000,3.760000
1.782010,3.760000,3.760000
1.783010,3.760000,3.760000
1.784010,3.760000,3.760000
1.785010,3.770000,3.770000
1.786010,3.770000,3.770000
1.787010,3.770000,3.770000
1.788010,3.770000,3.770000
1.789010,3.770000,3.770000
1.790010,3.770000,3.770000
1.791010,3.770000,3.770000
1.792010,3.770000,3.770000
1.793010,3.770000,3.770000
1.794010,3.770000,3.770000
1.795010,3.770000,3.770000
1.796010,3.770000,3.770000
1.797010,3.770000,3.770000
1.798010,3.770000,3.770000
1.799010,3.770000,3.770000
1.800010,3.770000,3.770000
1.801010,3.770000,3.770000
1.802010,3.770000,3.770000
1.803010,3.780000,3.780000
1.804010,3.780000,3.780000
1.805010,3.780000,3.780000
1.806010,3.780000,3.780000
1.807010,3.780000,3.780000
1.808010,3.780000,3.780000
1.809010,3.780000,3.780000
1.810010,3.780000,3.780000
1.811010,3.780000,3.780000
1.812010,3.780000,3.780000
1.813010,3.780000,3.780000
1.814010,3.780000,3.780000
1.815010,3.780000,3.780000
1.816010,3.780000,3.780000
1.817010,3.780000,3.780000
1.818010,3.780000,3.780000
1.819010,3.780000,3.780000
1.820010,3.780000,3.780000
1.821010,3.790000,3.790000
1.822010,3.790000,3.790000
1.823010,3.790000,3.790000
1.824010,3.790000,3.790000
1.825010,3.790000,3.790000
1.826010,3.790000,3.790000
1.827010,3.790000,3.790000
1.828010,3.790000,3.790000
1.829010,3.790000,3.790000
1.830010,3.790000,3.790000
1.831010,3.790000,3.790000
1.832010,3.790000,3.790000
1.833010,3.790000,3.790000
1.834010,3.790000,3.790000
1.835010,3.790000,3.790000
1.836010,3.790000,3.790000
1.837010,3.790000,3.790000
1.838010,3.790000,3.790000
1.839010,3.800000,3.800000
1.840010,3.800000,3.800000
1.841010,3.800000,3.800000
1.842010,3.800000,3.800000
1.843010,3.800000,3.800000
1.844010,3.800000,3.800000
1.845010,3.800000,3.800000
1.846010,3.800000,3.800000
1.847010,3.800000,3.800000
1.848010,3.800000,3.800000
1.849010,3.800000,3.800000
1.850010,3.800000,3.800000
1.851010,3.800000,3.800000
1.852010,3.800000,3.800000
1.853010,3.800000,3.800000
1.854010,3.800000,3.800000
1.855010,3.800000,3.800000
1.856010,3.800000,3.800000
1.857010,3.810000,3.810000
1.858010,3.810000,3.810000
1.859010,3.810000,3.810000
