3.162278e+19, 1.514206e+09, 9.577456e+06, 3010000, 2.489300e+04, 3.045319e+06, 6.268615e+01, 3.964941e-01 
1.000000e+20, 3.197402e+09, 1.848738e+07, 3010000, 2.972287e+04, 3.035932e+06, 9.473058e+01, 5.477322e-01 
1.000000e+19, 6.413539e+08, 4.592008e+06, 3010000, 1.945640e+04, 3.055771e+06, 3.751224e+01, 2.685826e-01 
3.162278e+20, 6.283992e+09, 3.550065e+07, 3010000, 3.103728e+04, 3.036900e+06, 1.346408e+02, 7.606370e-01 
1.000000e+18, 8.053496e+07, 8.874140e+05, 3010000, 8.228411e+03, 3.047736e+06, 9.793904e+00, 1.079189e-01 
3.162278e+18, 2.395940e+08, 2.095824e+06, 3010000, 1.304822e+04, 3.025904e+06, 2.005514e+01, 1.754303e-01 
3.162278e+16, 7.403873e+05, 1.033714e+04, 24040000, 5.129160e+03, 2.426536e+07, 3.095486e-01, 4.321855e-03 
1.000000e+17, 5.645220e+06, 4.051779e+04, 24040000, 1.940635e+04, 2.420129e+07, 1.529715e+00, 1.097932e-02 
3.162278e+17, 2.424914e+07, 1.223706e+05, 24040000, 3.924776e+04, 2.428902e+07, 4.362633e+00, 2.201554e-02 
1.000000e+16, 4.909556e+04, 1.813386e+03, 24040000, 7.329002e+02, 2.418046e+07, 3.249630e-02, 1.200278e-03 
