WFRMS, V_rate
0.50, 1.65623
0.55, 1.68556
0.60, 1.70443
0.65, 1.71654
0.70, 1.72241
0.75, 1.72509
0.80, 1.72560
0.85, 1.72560
0.90, 1.72560
0.95, 1.72560
1.00, 1.72560
1.05, 1.72560
1.10, 1.72560
1.15, 1.72560
1.20, 1.72560
1.25, 1.72560
1.30, 1.72560
1.35, 1.72560
1.40, 1.72560
1.45, 1.72560
1.50, 1.72560
1.55, 1.72560
1.60, 1.72560
1.65, 1.72560
1.70, 1.72560
1.75, 1.72560
1.80, 1.72560
1.85, 1.72560
1.90, 1.72560
1.95, 1.72560
2.00, 1.72560
2.05, 1.72560
2.10, 1.72560
2.15, 1.72560
2.20, 1.72560
2.25, 1.72560
2.30, 1.72560
2.35, 1.72560
2.40, 1.72560
2.45, 1.72560
2.50, 1.72560
2.55, 1.72560
2.60, 1.72560
2.65, 1.72560
2.70, 1.72560
2.75, 1.72560
2.80, 1.72560
2.85, 1.72560
2.90, 1.72560
2.95, 1.72560
3.00, 1.72560
3.05, 100.00000
3.10, 100.00000
3.15, 100.00000
3.20, 100.00000
3.25, 100.00000
3.30, 100.00000
3.35, 100.00000
3.40, 100.00000
3.45, 100.00000
3.50, 100.00000
3.55, 100.00000
3.60, 100.00000
3.65, 100.00000
3.70, 100.00000
3.75, 100.00000
3.80, 100.00000
3.85, 100.00000
3.90, 100.00000
3.95, 100.00000
4.00, 100.00000
4.05, 100.00000
4.10, 100.00000
4.15, 100.00000
4.20, 100.00000
4.25, 100.00000
4.30, 100.00000
4.35, 100.00000
4.40, 100.00000
4.45, 100.00000
4.50, 100.00000
4.55, 100.00000
4.60, 100.00000
4.65, 100.00000
4.70, 100.00000
4.75, 100.00000
4.80, 100.00000
4.85, 100.00000
4.90, 100.00000
4.95, 100.00000
--------------------------------------
WFRMS, H_rate
-5.00, 0.00000
-4.95, 0.00000
-4.90, 0.00000
-4.85, 0.00000
-4.80, 0.00000
-4.75, 0.00000
-4.70, 0.00000
-4.65, 0.00000
-4.60, 0.00000
-4.55, 0.00000
-4.50, 0.00000
-4.45, 0.00000
-4.40, 0.00000
-4.35, 0.00000
-4.30, 0.00000
-4.25, 0.00000
-4.20, 0.00000
-4.15, 0.00000
-4.10, 0.00000
-4.05, 0.00000
-4.00, 0.00000
-3.95, 0.00000
-3.90, 0.00000
-3.85, 0.00000
-3.80, 0.00000
-3.75, 0.00000
-3.70, 0.00000
-3.65, 0.00000
-3.60, 0.00000
-3.55, 0.00000
-3.50, 0.00000
-3.45, 0.00000
-3.40, 0.00000
-3.35, 0.00000
-3.30, 0.00000
-3.25, 0.00000
-3.20, 0.00000
-3.15, 0.00000
-3.10, 0.00000
-3.05, 0.00000
-3.00, 0.00000
-2.95, 0.00000
-2.90, 0.00000
-2.85, 0.00000
-2.80, 0.00000
-2.75, 0.00000
-2.70, 0.00013
-2.65, 0.00013
-2.60, 0.00013
-2.55, 0.00013
-2.50, 0.00013
-2.45, 0.00013
-2.40, 0.00013
-2.35, 0.00013
-2.30, 0.00013
-2.25, 0.00026
-2.20, 0.00026
-2.15, 0.00026
-2.10, 0.00026
-2.05, 0.00051
-2.00, 0.00064
-1.95, 0.00077
-1.90, 0.00077
-1.85, 0.00089
-1.80, 0.00128
-1.75, 0.00128
-1.70, 0.00179
-1.65, 0.00242
-1.60, 0.00281
-1.55, 0.00332
-1.50, 0.00421
-1.45, 0.00510
-1.40, 0.00612
-1.35, 0.00931
-1.30, 0.01160
-1.25, 0.01428
-1.20, 0.01785
-1.15, 0.02066
-1.10, 0.02525
-1.05, 0.03047
-1.00, 0.03685
-0.95, 0.04272
-0.90, 0.05330
-0.85, 0.06261
-0.80, 0.07383
-0.75, 0.08454
-0.70, 0.10061
-0.65, 0.11693
-0.60, 0.13363
-0.55, 0.15250
-0.50, 0.17520
-0.45, 0.19649
-0.40, 0.22416
-0.35, 0.24660
-0.30, 0.27160
-0.25, 0.29825
-0.20, 0.32349
-0.15, 0.35206
-0.10, 0.38215
-0.05, 0.41403
0.00, 0.44654
0.05, 0.48556
0.10, 0.52394
0.15, 0.56321
0.20, 0.60580
0.25, 0.64877
0.30, 0.68626
0.35, 0.72082
0.40, 0.75104
0.45, 0.78138
0.50, 0.80255
0.55, 0.81849
0.60, 0.82818
0.65, 0.83328
0.70, 0.83596
0.75, 0.83685
0.80, 0.83698
0.85, 0.83698
0.90, 0.83698
0.95, 0.83698
1.00, 0.83698
1.05, 0.83698
1.10, 0.83698
1.15, 0.83698
1.20, 0.83698
1.25, 0.83698
1.30, 0.83698
1.35, 0.83698
1.40, 0.83698
1.45, 0.83698
1.50, 0.83698
1.55, 0.83698
1.60, 0.83698
1.65, 0.83698
1.70, 0.83698
1.75, 0.83698
1.80, 0.83698
1.85, 0.83698
1.90, 0.83698
1.95, 0.83698
2.00, 0.83698
2.05, 0.83698
2.10, 0.83698
2.15, 0.83698
2.20, 0.83698
2.25, 0.83698
2.30, 0.83698
2.35, 0.83698
2.40, 0.83698
2.45, 0.83698
2.50, 0.83698
2.55, 0.83698
2.60, 0.83698
2.65, 0.83698
2.70, 0.83698
2.75, 0.83698
2.80, 0.83698
2.85, 0.83698
2.90, 0.83698
2.95, 0.83698
3.00, 0.83698
3.05, 100.00000
3.10, 100.00000
3.15, 100.00000
3.20, 100.00000
3.25, 100.00000
3.30, 100.00000
3.35, 100.00000
3.40, 100.00000
3.45, 100.00000
3.50, 100.00000
3.55, 100.00000
3.60, 100.00000
3.65, 100.00000
3.70, 100.00000
3.75, 100.00000
3.80, 100.00000
3.85, 100.00000
3.90, 100.00000
3.95, 100.00000
4.00, 100.00000
4.05, 100.00000
4.10, 100.00000
4.15, 100.00000
4.20, 100.00000
4.25, 100.00000
4.30, 100.00000
4.35, 100.00000
4.40, 100.00000
4.45, 100.00000
4.50, 100.00000
4.55, 100.00000
4.60, 100.00000
4.65, 100.00000
4.70, 100.00000
4.75, 100.00000
4.80, 100.00000
4.85, 100.00000
4.90, 100.00000
4.95, 100.00000
